68244_H3K4me1_Ren_sort_peaks.narrowPeak.gz	68115_EP300_Ren_sort_peaks.narrowPeak.gz	54499_H3K27ac_sort_peaks.narrowPeak.gz	62993_H3K27ac_sort_peaks.narrowPeak.gz	60947_H3K4me2_sort_peaks.narrowPeak.gz	5097_HOXC9_sort_peaks.narrowPeak.gz	55119_SOX2_sort_peaks.narrowPeak.gz	5060_OLIG2_sort_peaks.narrowPeak.gz	54562_H3K27ac_sort_peaks.narrowPeak.gz	53322_H3K4me1_sort_peaks.narrowPeak.gz	56691_POLII_sort_peaks.narrowPeak.gz	61702_H3K9ac_sort_peaks.narrowPeak.gz	61864_H3K27ac_sort_peaks.narrowPeak.gz	54525_H3K27ac_sort_peaks.narrowPeak.gz	53421_H3K4me1_sort_peaks.narrowPeak.gz	1545_DNase_sort_peaks.narrowPeak.gz	58242_SPI1_sort_peaks.narrowPeak.gz	58256_SPI1_sort_peaks.narrowPeak.gz	1932_EP300_sort_peaks.narrowPeak.gz	58318_DNase_sort_peaks.narrowPeak.gz	58262_SPI1_sort_peaks.narrowPeak.gz	1491_DNase_sort_peaks.narrowPeak.gz
chrX|101985615|101988142	0.0	0.0	0.0	0.0	10.277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.34031	45.93167
chr4|132032113|132036152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.01169	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
chr7|134677970|134680502	3.13087	8.70721	0.0	0.0	11.43689	0.0	0.0	38.13237	11.39974	7.62889	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
chr15|30511450|30513962	0.0	0.0	5.16256	0.0	0.0	44.86637	0.0	0.0	0.0	7.59381	0.0	0.0	11.3222	0.0	13.08001	0.0	4.99606	0.0	0.0	3.74015	0.0	0.0
chr8|120128701|120131274	0.0	0.0	12.61684	5.76737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
chr9|119630822|119635761	13.08229	14.83551	0.0	8.30282	7.91935	10.36131	0.0	9.94661	0.0	7.63114	0.0	6.88756	0.0	2.96898	8.27681	8.03152	0.0	96.9061	0.0	0.0	0.0	9.90041
chr6|50354039|50357303	10.1362	14.40173	6.01658	15.63229	0.0	0.0	0.0	0.0	0.0	6.41055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.69461	0.0
chr18|5185222|5188225	6.55713	0.0	0.0	27.80333	12.39116	0.0	0.0	0.0	6.4006	0.0	0.0	0.0	0.0	15.46434	6.00735	0.0	9.90326	12.9876	0.0	6.18701	12.12928	10.27441
chr13|68571134|68575350	11.67737	48.70033	9.53412	0.0	0.0	0.0	0.0	0.0	9.71643	0.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
chr7|80118294|80122263	4.24971	35.36614	0.0	18.9836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
chr6|39541755|39546349	6.08271	29.68284	34.23671	7.9404	5.06325	5.75299	0.0	16.61871	6.97832	52.22616	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
chr4|147895100|147899927	5.43269	22.15492	0.0	26.49916	0.0	0.0	0.0	0.0	0.0	0.0	7.47172	9.20523	0.0	46.32641	0.0	7.38383	0.0	112.87178	0.0	0.0	0.0	0.0
chr16|32852044|32856284	14.45478	0.0	0.0	4.84744	0.0	0.0	0.0	0.0	0.0	15.79608	3.14729	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
chr9|119423663|119427931	20.42259	8.37457	0.0	15.53237	0.0	0.0	0.0	0.0	5.99892	10.65342	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
chr6|145455263|145460084	7.74057	28.15006	0.0	15.53237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
chr18|65514203|65517793	14.35352	6.02788	22.54376	31.7918	0.0	0.0	0.0	0.0	5.15709	26.49966	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
chr1|165660878|165664896	8.03171	7.99088	6.70794	9.37895	5.0054	0.0	7.73901	0.0	10.38341	4.94127	4.68349	10.80334	0.0	11.88619	4.7831	6.73861	68.08378	11.54492	0.0	58.2746	55.34048	73.31133
chr13|63257770|63262536	10.86353	16.21116	8.0201	11.34485	0.0	0.0	0.0	0.0	16.06177	31.09102	8.23777	9.05903	0.0	11.19576	6.24633	5.47367	4.15155	51.99678	0.0	0.0	10.8947	0.0
chr11|98901653|98906641	3.25905	0.0	0.0	5.30123	5.29959	0.0	0.0	0.0	4.07376	4.79204	0.0	0.0	0.0	9.63365	0.0	0.0	0.0	15.35106	0.0	0.0	0.0	0.0
chr2|84517965|84520803	9.90568	7.60345	3.5796	33.49631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.30674	0.0
chr6|99099326|99104123	5.18149	0.0	0.0	18.88697	7.30802	0.0	0.0	24.06329	22.59826	4.78559	5.70035	0.0	0.0	5.41272	0.0	0.0	14.32222	0.0	0.0	5.89058	0.0	4.95075
chr18|61348779|61352228	8.47038	7.9842	0.0	8.43372	10.176	0.0	0.0	0.0	0.0	0.0	7.47528	3.22421	0.0	0.0	5.68942	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr8|78740514|78744323	5.21032	9.28576	9.20144	16.61591	0.0	0.0	0.0	0.0	27.82252	4.94127	0.0	4.33966	0.0	15.11957	6.52009	0.0	39.60194	18.18891	0.0	21.58545	18.60468	7.47954
chr9|41071632|41074867	10.78736	0.0	0.0	9.96604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.14271	9.83598	0.0	0.0	0.0	0.0
chr7|123096502|123100245	7.22937	14.61001	78.01678	29.12015	9.72983	0.0	5.16762	0.0	18.70254	42.40107	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
chr5|137075354|137080308	11.5306	12.98672	0.0	5.14061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
chr2|33841463|33845838	4.48875	16.28247	0.0	5.14061	0.0	0.0	0.0	0.0	9.33116	0.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
chr17|28012310|28017600	9.91	32.47932	3.96053	8.93895	0.0	0.0	0.0	5.85155	12.61081	4.19678	11.21099	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
chr6|114880174|114885201	6.27032	11.01051	130.06194	4.27905	4.97478	9.27569	17.68451	10.43911	106.6329	5.63605	6.84251	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
chr1|75405116|75409810	15.81977	0.0	0.0	17.78515	0.0	0.0	0.0	0.0	4.20067	0.0	4.91886	6.88756	0.0	16.79364	0.0	0.0	0.0	31.67827	0.0	0.0	0.0	0.0
chr4|155132516|155137046	10.91079	0.0	0.0	6.62703	0.0	0.0	0.0	41.62007	8.54852	4.94127	5.20391	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
chr17|27594427|27598344	15.52732	27.14246	0.0	6.97247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
chr2|26569870|26574885	12.66858	6.72694	15.0939	7.9404	7.29675	0.0	12.21369	0.0	5.5268	8.17502	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
chr11|54879158|54884157	6.46196	42.31006	0.0	10.35034	0.0	0.0	0.0	0.0	0.0	4.11988	9.78374	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
chr4|57536131|57540163	10.92006	0.0	0.0	3.88747	0.0	0.0	0.0	0.0	4.4524	6.16973	10.27402	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
chr7|130653200|130658297	3.86828	113.01846	5.30583	5.76737	0.0	7.85549	0.0	21.31723	0.0	7.51198	0.0	7.62293	0.0	39.94585	0.0	0.0	7.91095	3.61015	0.0	8.3566	0.0	0.0
chr2|31004939|31008077	10.88322	22.91708	0.0	12.36149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.752	0.0	0.0	13.74815	0.0	0.0
chr14|7823897|7828231	5.79359	0.0	26.57779	16.76915	0.0	0.0	0.0	32.0542	7.56552	2.50179	0.0	2.1987	6.80512	4.27189	4.23871	8.68015	0.0	25.87802	0.0	6.13688	23.26394	0.0
chr12|80364313|80369122	21.59415	8.92394	5.16256	3.81815	0.0	0.0	0.0	0.0	4.62197	6.41055	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
chr2|150774191|150777356	6.24463	0.0	0.0	8.43372	0.0	0.0	0.0	0.0	8.75441	0.0	8.54042	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
chr8|80810138|80815170	10.63614	8.9036	0.0	2.58036	0.0	0.0	0.0	0.0	0.0	9.69799	19.57895	3.06834	0.0	13.9694	0.0	0.0	10.30769	17.862	0.0	15.33138	13.82301	7.52331
chr12|100125104|100130144	5.81049	11.54165	0.0	7.51768	0.0	0.0	0.0	0.0	6.00291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1|89119060|89123985	9.64411	8.74834	0.0	9.85052	0.0	0.0	0.0	0.0	5.83895	7.76624	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
chr17|30548540|30552550	7.36347	0.0	0.0	3.56621	4.76237	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
chr3|121735097|121737629	7.22937	81.61002	7.56687	12.0921	0.0	10.38841	0.0	35.94006	0.0	13.17118	8.23777	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
chr9|72626418|72630417	10.78736	0.0	0.0	25.81225	0.0	0.0	0.0	0.0	0.0	2.81099	14.52016	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
chr8|125388008|125392139	9.41724	36.14767	31.60639	5.76737	0.0	0.0	0.0	8.75972	0.0	6.51218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.39593	0.0
chr11|52560175|52562804	11.38722	11.98272	0.0	11.01502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
chr18|39229300|39231539	10.09077	5.47218	0.0	4.84744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.85347	0.0	11.1593	0.0	5.84991	12.61455	42.96261	0.0	10.26292	23.20621	22.84789
chr7|109706812|109711678	3.13087	15.12138	0.0	6.62703	0.0	0.0	0.0	7.21598	6.39639	0.0	0.0	0.0	7.4854	9.20961	5.18191	3.25864	8.92509	50.19213	0.0	7.27771	0.0	4.08319
chr10|81151103|81153882	5.81049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.01842	0.0	14.59978	0.0	0.0	0.0	0.0	0.0	12.90132	0.0	0.0	17.06147	0.0	0.0
chr2|72268472|72270771	7.36347	14.92673	0.0	20.19787	0.0	0.0	0.0	0.0	5.29805	0.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
chr19|53411035|53413469	4.83034	0.0	0.0	11.95751	11.02102	0.0	0.0	96.13435	15.4248	6.50476	3.75102	3.08954	27.44404	0.0	15.8951	0.0	24.77465	24.69408	0.0	16.4592	10.40994	0.0
chr2|103598117|103602554	4.30842	7.17232	6.40485	5.14061	0.0	0.0	0.0	0.0	5.19323	13.2493	10.46126	3.22421	0.0	0.0	0.0	0.0	5.57541	11.56829	0.0	0.0	7.07014	0.0
chr9|77999016|78002592	9.76182	0.0	0.0	10.35034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
chr2|156813201|156816143	6.74179	0.0	0.0	4.27905	6.08885	40.81083	12.82501	35.08411	2.45298	0.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
chr2|58530293|58535394	14.91396	31.23892	14.00411	5.14061	7.58375	35.09938	19.37057	100.66172	25.56181	14.47501	0.0	5.79194	0.0	15.28934	8.41992	7.19288	15.66769	39.89257	32.86424	14.06464	9.41679	22.11315
chr1|168306708|168311711	4.83202	0.0	8.59867	3.46006	5.56019	25.70383	10.9827	194.26973	0.0	13.12859	0.0	0.0	5.72839	0.0	3.48388	0.0	0.0	10.0721	0.0	0.0	7.1192	25.35834
chr5|101966725|101970386	0.0	14.83551	0.0	8.43372	0.0	0.0	0.0	0.0	9.02013	0.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
chr16|58451070|58456120	0.0	18.7393	0.0	15.75229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.35052	5.84991	31.65442	81.00876	0.0	32.21704	16.12312	28.721
chr9|21556730|21559920	7.66387	0.0	0.0	4.94211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
chr1|31101599|31104444	6.55713	10.3333	0.0	8.93895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
chr19|10659775|10663888	0.0	0.0	0.0	6.97247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
chr10|122004930|122009983	7.96487	8.30669	0.0	6.97247	0.0	0.0	0.0	0.0	4.07376	10.03652	0.0	0.0	0.0	0.0	7.85096	0.0	9.16773	23.15405	0.0	8.47184	12.58373	0.0
chr1|68779329|68782031	0.0	0.0	0.0	5.14061	4.41652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr7|34265155|34269793	9.76182	42.92401	0.0	9.96604	0.0	0.0	0.0	0.0	10.42808	0.0	0.0	0.0	0.0	8.6445	0.0	0.0	16.95403	7.08496	0.0	12.86736	0.0	0.0
chr2|45053671|45058470	8.72335	0.0	0.0	4.27905	0.0	4.85703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.18771	0.0	0.0	28.68011	14.41073	0.0	9.29904	7.75282	0.0
chr5|107047850|107052758	7.96487	0.0	0.0	7.9404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.62189	0.0	28.0038	11.79425	107.03085	0.0	5.5003	0.0	0.0
chr10|69642709|69646964	6.39352	0.0	0.0	6.97247	0.0	0.0	0.0	0.0	0.0	0.0	7.26594	0.0	0.0	0.0	6.15076	0.0	0.0	13.87421	0.0	0.0	8.81136	0.0
chr12|79968630|79971892	7.61298	11.06071	21.3167	12.0921	0.0	0.0	0.0	0.0	25.94786	21.75955	0.0	0.0	0.0	6.68111	0.0	0.0	34.64486	25.24589	0.0	18.10118	20.51783	0.0
chr3|122032210|122035024	4.51554	10.16738	0.0	9.96604	0.0	0.0	0.0	0.0	12.33253	0.0	2.82779	0.0	0.0	0.0	3.21784	0.0	12.81312	0.0	0.0	13.74354	0.0	0.0
chr16|34330312|34333070	5.34967	17.92476	9.15189	9.74794	0.0	0.0	0.0	9.64652	0.0	8.78483	0.0	0.0	0.0	0.0	7.59539	0.0	31.94504	4.12507	0.0	29.40331	6.3239	0.0
chr3|126657795|126662296	4.83034	0.0	0.0	9.85052	0.0	0.0	0.0	0.0	0.0	0.0	14.59978	4.33966	0.0	5.31292	7.38975	9.24859	9.16773	97.33549	0.0	6.40384	0.0	0.0
chr16|37892144|37895218	13.7058	0.0	10.90652	15.63229	0.0	34.65613	0.0	10.30913	3.53992	3.8248	4.98637	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
chr6|88783316|88786529	15.62998	56.41244	0.0	11.34485	0.0	0.0	0.0	0.0	6.67545	12.10826	0.0	3.99252	0.0	17.92024	0.0	13.62436	15.7421	94.77577	0.0	11.51641	31.08256	9.38063
chr14|79534452|79537161	0.0	26.4265	0.0	7.9404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.53967	0.0	0.0	26.72699	42.21587	0.0	13.84186	0.0	0.0
chr11|35281923|35284658	5.34967	13.69606	0.0	7.9404	0.0	0.0	0.0	0.0	3.09094	9.05581	0.0	0.0	0.0	0.0	0.0	0.0	4.29257	0.0	0.0	0.0	0.0	0.0
chr11|103049822|103053302	8.47038	47.4147	0.0	12.0921	0.0	0.0	0.0	0.0	0.0	0.0	5.53735	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
chr11|98952509|98957085	9.8684	17.02085	8.29443	6.97247	6.92143	0.0	0.0	0.0	6.60709	31.51727	6.98083	4.38623	0.0	7.56412	0.0	0.0	4.11673	0.0	0.0	5.36584	0.0	0.0
chr6|50336190|50338926	5.43269	0.0	0.0	16.62309	0.0	0.0	0.0	0.0	4.26988	0.0	0.0	0.0	0.0	0.0	8.78383	0.0	0.0	0.0	0.0	0.0	0.0	5.07272
chr8|11356668|11359383	10.88954	4.39209	0.0	11.95751	0.0	0.0	0.0	0.0	24.38899	0.0	4.21426	4.38623	0.0	37.32946	3.3546	7.14961	32.73634	43.05244	0.0	8.18745	5.67241	10.56037
chr10|77482892|77485637	5.03395	23.49822	0.0	11.86107	0.0	0.0	0.0	0.0	0.0	0.0	6.5722	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
chr1|127754802|127759066	0.0	0.0	0.0	11.01502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
chr8|89992683|89995450	4.24971	28.65357	0.0	10.97964	0.0	0.0	0.0	0.0	0.0	0.0	7.73181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr14|64809181|64812043	7.96487	0.0	0.0	6.62703	0.0	0.0	0.0	0.0	11.86045	0.0	11.11338	5.60871	0.0	9.43651	16.0694	6.33759	0.0	83.29078	0.0	0.0	0.0	0.0
chr1|136511092|136513808	6.55713	0.0	0.0	12.7948	0.0	0.0	0.0	0.0	15.83341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.39565	0.0
chr15|64022867|64025936	7.22937	0.0	12.61684	5.14061	0.0	0.0	8.52656	0.0	5.7867	13.37693	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
chr15|67118855|67123088	5.29179	0.0	0.0	6.62703	0.0	0.0	0.0	0.0	3.54075	0.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
chr13|51752292|51754902	12.6645	0.0	0.0	3.1341	0.0	0.0	0.0	0.0	5.79053	11.86085	0.0	0.0	0.0	0.0	0.0	0.0	8.46763	0.0	0.0	0.0	0.0	0.0
chr2|60746572|60749334	3.86828	8.02766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.47337	16.13065	105.30083	89.61617	0.0	13.82967	78.25721	40.82182	5.05241	52.08458	36.73213	29.52167
chr19|5721878|5724004	4.1397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.35947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.54423
chr7|19735549|19738151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.15709	0.0	13.72987	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
chr6|128009179|128013987	6.90748	0.0	2.16144	4.94211	0.0	24.99737	0.0	0.0	3.98037	5.50699	0.0	10.15117	0.0	3.83548	0.0	0.0	8.99917	10.01526	0.0	7.08807	11.05568	4.40361
chr7|71530428|71532494	0.0	0.0	0.0	6.43441	0.0	0.0	0.0	0.0	27.05243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.42886	31.08128	0.0	8.62677	0.0	0.0
chr17|65915316|65917397	8.8967	25.51408	53.06845	6.03686	0.0	0.0	0.0	5.21196	0.0	9.03955	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
chr1|190776438|190779151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr12|86257900|86260479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr6|134535847|134538715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
chr12|54186137|54188882	0.0	4.96884	0.0	0.0	0.0	0.0	0.0	8.87927	0.0	0.0	0.0	3.56602	17.7814	7.56412	8.24839	0.0	49.34685	5.02439	16.03387	19.81639	3.94277	0.0
chr1|79881595|79884435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11|60862560|60864611	8.64443	5.46467	0.0	0.0	0.0	0.0	0.0	0.0	5.00433	0.0	3.96172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr18|65374642|65377439	11.00457	0.0	0.0	11.01502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.41461	0.0	0.0	5.26105	0.0	0.0	0.0	0.0
chr6|71751718|71754482	6.5084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.46519	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
chr10|69795484|69798183	8.19009	0.0	0.0	5.14061	0.0	0.0	0.0	0.0	0.0	0.0	6.33537	0.0	0.0	20.19207	8.16367	10.69666	0.0	4.70432	0.0	0.0	12.08796	0.0
chr10|86340641|86343645	3.11728	193.95186	0.0	0.0	0.0	0.0	0.0	11.61173	5.25755	2.9958	0.0	3.99252	0.0	5.18509	0.0	6.63209	21.64055	12.4364	0.0	12.31323	0.0	0.0
chr16|44541177|44543979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.70539	13.12859	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
chr10|77205097|77207832	10.52739	10.25128	0.0	0.0	0.0	0.0	0.0	0.0	19.66936	8.2553	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
chr13|17289935|17292766	0.0	0.0	0.0	0.0	4.95525	5.01499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.91072	0.0	0.0	5.62824	0.0	0.0
chr1|182106419|182110452	3.14172	10.3333	0.0	5.08003	0.0	0.0	0.0	0.0	0.0	4.5015	0.0	0.0	3.11983	17.52897	8.27716	0.0	0.0	4.1067	0.0	0.0	4.97948	9.89751
chrX|167182657|167185039	0.0	0.0	0.0	6.62703	0.0	57.49408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.79269	5.4824	0.0	0.0	0.0	0.0	5.81098	0.0	0.0
chr11|77409123|77411591	0.0	35.74518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
chr1|183168602|183171015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.41883	0.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
chr8|34752236|34754744	19.62825	0.0	0.0	7.9404	0.0	0.0	0.0	0.0	0.0	0.0	6.25293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr15|84234353|84236560	0.0	63.24311	0.0	0.0	0.0	0.0	0.0	0.0	4.62197	4.38759	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
chr7|114087409|114090150	10.14142	0.0	0.0	0.0	5.23733	12.90226	0.0	0.0	0.0	19.71227	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
chr11|116055970|116058839	6.52815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.93698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.91548	23.96732	0.0	0.0	12.99949	7.18875
chr16|33739535|33742346	0.0	24.63989	0.0	0.0	0.0	0.0	0.0	0.0	5.29805	4.50216	0.0	0.0	0.0	10.23696	0.0	0.0	0.0	0.0	0.0	0.0	12.69555	38.88599
chr1|155085609|155088317	6.67073	0.0	24.25243	4.27905	0.0	0.0	0.0	0.0	15.78466	19.44743	0.0	0.0	18.80084	0.0	0.0	0.0	8.36581	0.0	0.0	0.0	0.0	0.0
chr6|94387009|94391825	21.59415	8.46438	0.0	6.03686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr19|55331387|55333148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
