68244_H3K4me1_Ren_sort_peaks.narrowPeak.gz	68115_EP300_Ren_sort_peaks.narrowPeak.gz	54499_H3K27ac_sort_peaks.narrowPeak.gz	62993_H3K27ac_sort_peaks.narrowPeak.gz	60947_H3K4me2_sort_peaks.narrowPeak.gz	5097_HOXC9_sort_peaks.narrowPeak.gz	55119_SOX2_sort_peaks.narrowPeak.gz	5060_OLIG2_sort_peaks.narrowPeak.gz	54562_H3K27ac_sort_peaks.narrowPeak.gz	53322_H3K4me1_sort_peaks.narrowPeak.gz	56691_POLII_sort_peaks.narrowPeak.gz	61702_H3K9ac_sort_peaks.narrowPeak.gz	61864_H3K27ac_sort_peaks.narrowPeak.gz	54525_H3K27ac_sort_peaks.narrowPeak.gz	53421_H3K4me1_sort_peaks.narrowPeak.gz	1545_DNase_sort_peaks.narrowPeak.gz	58242_SPI1_sort_peaks.narrowPeak.gz	58256_SPI1_sort_peaks.narrowPeak.gz	1932_EP300_sort_peaks.narrowPeak.gz	58318_DNase_sort_peaks.narrowPeak.gz	58262_SPI1_sort_peaks.narrowPeak.gz	1491_DNase_sort_peaks.narrowPeak.gz
hg19,chr22,38392037,38392599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr22,19741204,19741707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr12,114660367,114661006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr1,119452558,119453594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr4,111578273,111578827	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr7,27249858,27251057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.73812	8.45845	0.0	5.87677	6.47984	0.0
hg19,chr18,19773983,19774532	10.07911	0.0	0.0	16.61591	0.0	0.0	0.0	0.0	0.0	5.79574	12.94065	10.76328	4.05463	33.01053	0.0	3.36992	0.0	48.56247	0.0	0.0	0.0	0.0
hg19,chr5,88548400,88550500	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.86621	0.0	0.0	23.47932	5.9181
hg19,chr2,220271494,220272006	15.62998	0.0	0.0	15.15009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.11294	0.0	7.30776	0.0	0.0	0.0	35.234	0.0	0.0	0.0	0.0
hg19,chr5,172632796,172633597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.87515	0.0	0.0	0.0	0.0	0.0
hg19,chr4,111530174,111530773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.36784	0.0	0.0	11.65188	0.0	0.0	0.0	0.0
hg19,chr8,11604182,11604695	7.68481	41.29442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.06459	17.50785	0.0	35.09217	0.0	13.30874	42.52522	33.85841	0.0	49.80686	28.07587	20.16068
hg19,chr5,50707567,50709204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr10,103527193,103528393	0.0	0.0	0.0	0.0	0.0	43.77671	0.0	0.0	0.0	0.0	0.0	0.0	14.26742	0.0	0.0	0.0	15.74993	0.0	0.0	4.28111	0.0	0.0
hg19,chr10,103540180,103541030	0.0	23.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.92313	0.0	4.05463	0.0	0.0	0.0	5.73976	0.0	0.0	8.37994	4.83274	0.0
hg19,chr5,153871627,153871976	5.03395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr22,19749356,19750055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr5,44389166,44390467	3.81266	0.0	0.0	0.0	10.08803	0.0	0.0	0.0	13.92142	15.84712	0.0	4.65215	39.83117	0.0	0.0	8.05582	36.90438	23.8115	0.0	19.56116	11.11752	3.42635
hg19,chr22,38379933,38380307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr10,102551472,102552372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.07983	28.50802
hg19,chr2,236773458,236774696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.51218	0.0	0.0	0.0	0.0	0.0	0.0	4.22624	0.0	0.0	5.65108	6.32779	0.0
hg19,chr2,121832418,121833317	0.0	0.0	21.09175	0.0	0.0	87.5854	0.0	5.30617	5.84317	10.67984	0.0	0.0	0.0	0.0	4.39433	0.0	56.22429	14.2657	12.77715	37.64634	41.2412	13.82915
hg19,chr12,974062,974779	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr4,1613479,1614106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr14,33818699,33820785	0.0	0.0	28.25987	0.0	5.58347	11.54381	0.0	0.0	12.64799	8.49227	0.0	0.0	0.0	0.0	0.0	0.0	16.21963	0.0	0.0	8.8015	7.19105	8.74254
hg19,chr18,72507962,72510295	8.25925	0.0	0.0	12.57223	0.0	23.59432	0.0	0.0	12.16372	11.72427	6.52745	13.4856	0.0	9.47638	0.0	6.51531	6.61872	90.0032	0.0	4.88249	14.25615	43.46042
hg19,chr9,17322200,17324371	0.0	0.0	0.0	0.0	0.0	6.69896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.62009	5.75496
hg19,chr6,99424724,99426847	0.0	0.0	0.0	0.0	0.0	54.80451	12.00045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.9027	5.02773	9.16773	7.47405	0.0	5.02468	18.54041	19.30181
hg19,chr13,28395961,28397536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr5,3186439,3187926	0.0	0.0	0.0	0.0	4.0212	123.77234	12.90173	18.59692	0.0	15.2895	0.0	0.0	0.0	0.0	3.81144	0.0	0.0	0.0	0.0	0.0	16.62465	0.0
hg19,chr2,146797628,146799643	0.0	0.0	0.0	0.0	0.0	12.78348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.7891	0.0
hg19,chr19,32452701,32453894	10.80828	0.0	19.17048	5.20146	0.0	0.0	0.0	0.0	0.0	11.06536	0.0	0.0	0.0	0.0	0.0	0.0	71.93546	50.28661	0.0	41.41598	6.36571	11.70199
hg19,chrX,124653246,124654824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.51734	6.85409
hg19,chr6,51515894,51517015	0.0	0.0	0.0	0.0	0.0	44.86803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr14,29365021,29366135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr13,71358093,71359507	0.0	0.0	0.0	0.0	0.0	8.49603	0.0	0.0	7.02745	0.0	0.0	0.0	0.0	0.0	5.59384	0.0	0.0	0.0	0.0	0.0	17.82768	31.26444
hg19,chr2,45030569,45032739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	115.49905	0.0	0.0	0.0	0.0	0.0	8.1284	0.0	0.0	0.0
hg19,chr10,129964063,129965094	0.0	0.0	5.59274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr5,50960132,50961567	0.0	0.0	2.85835	0.0	0.0	5.01499	0.0	0.0	0.0	10.03652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.30674	0.0
hg19,chr2,146412340,146413619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.74068	0.0	0.0	0.0	0.0	0.0
hg19,chr1,243876467,243877893	0.0	0.0	24.1573	0.0	0.0	33.28881	41.63978	83.06667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr5,92811465,92813217	0.0	0.0	0.0	0.0	0.0	6.69896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.54451	0.0	0.0	0.0	11.74206	5.20588
hg19,chr2,156658670,156660246	0.0	0.0	0.0	0.0	0.0	19.5853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr7,13506207,13507276	0.0	0.0	12.26746	0.0	0.0	0.0	0.0	0.0	0.0	5.77127	0.0	0.0	0.0	0.0	4.87945	0.0	5.11695	4.43847	0.0	0.0	18.51859	31.18219
hg19,chr2,156584380,156586345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.58412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr18,75544627,75545680	0.0	0.0	0.0	0.0	0.0	28.64708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr2,172936519,172938249	0.0	0.0	8.34823	0.0	5.82087	24.32744	0.0	59.20276	0.0	0.0	0.0	0.0	0.0	0.0	9.38424	0.0	0.0	0.0	0.0	0.0	0.0	6.5853
hg19,chrX,81978920,81979942	0.0	0.0	0.0	0.0	0.0	262.05359	0.0	4.31333	0.0	0.0	0.0	0.0	0.0	0.0	7.36619	0.0	6.66101	0.0	0.0	0.0	0.0	0.0
hg19,chr14,29997171,29998891	0.0	0.0	0.0	0.0	0.0	12.37946	0.0	16.95598	0.0	0.0	0.0	0.0	0.0	0.0	7.28862	0.0	8.30863	0.0	7.64257	10.43714	7.06367	21.97533
hg19,chr9,84299210,84300117	0.0	0.0	0.0	0.0	0.0	47.29036	11.51188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr5,91803813,91804707	0.0	0.0	0.0	0.0	0.0	88.94067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr8,144613510,144614569	0.0	54.49808	0.0	0.0	0.0	46.50744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr4,112421802,112422905	0.0	0.0	0.0	0.0	0.0	7.58428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr18,77002193,77002977	0.0	0.0	0.0	0.0	0.0	71.84397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.36542	0.0	0.0	11.62195	0.0	0.0
hg19,chr12,16869033,16871415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr10,131106522,131108742	0.0	0.0	0.0	0.0	0.0	6.53633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr6,98491829,98493238	0.0	0.0	7.96806	0.0	4.4717	16.7726	0.0	0.0	0.0	8.10834	0.0	0.0	0.0	0.0	4.20363	0.0	0.0	0.0	0.0	0.0	22.79513	25.12348
hg19,chr22,38381623,38382457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.72521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr11,31622822,31624118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.05119	0.0	9.05889	0.0	0.0	0.0	4.33755	0.0	0.0	0.0
hg19,chr14,29684896,29686744	0.0	0.0	13.13681	0.0	9.60957	18.16077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.65675	0.0	0.0	0.0	0.0	0.0	7.94173	4.20689
hg19,chr6,98461952,98463309	0.0	0.0	49.54713	0.0	0.0	17.5249	0.0	18.23022	0.0	6.75684	0.0	0.0	0.0	0.0	14.77127	0.0	0.0	0.0	0.0	0.0	8.24679	11.31463
hg19,chr2,146692288,146693283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.90169	0.0
hg19,chr1,27049620,27050905	10.86441	46.71774	119.22187	15.13395	18.48996	27.53092	24.43816	62.31695	23.51703	7.58134	20.06381	0.0	0.0	21.46803	8.10069	21.21106	90.68525	148.13274	0.0	50.61883	86.55127	83.26003
hg19,chr13,112793153,112794130	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.67631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr15,37512674,37514557	0.0	0.0	4.8547	0.0	0.0	88.70044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.13393	3.48703
hg19,chr2,157861101,157862409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.79252	0.0	0.0	0.0	0.0	0.0	10.64953	0.0
hg19,chr2,175041403,175042500	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.71223	0.0	5.72657	0.0	0.0	0.0	0.0	0.0	17.41692	18.35113
hg19,chr13,68429117,68430526	0.0	0.0	0.0	0.0	7.78698	45.57484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.74685	0.0	13.81455	0.0	0.0	5.47682	6.97463	0.0
hg19,chr6,100657912,100659391	0.0	0.0	0.0	0.0	10.12826	198.60439	32.91465	110.83269	0.0	3.48981	0.0	0.0	0.0	0.0	12.94137	0.0	0.0	0.0	10.49873	0.0	0.0	0.0
hg19,chr11,32808120,32809049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr10,125188987,125190075	0.0	0.0	0.0	0.0	5.03706	58.1594	0.0	5.13422	0.0	8.39386	0.0	0.0	0.0	0.0	0.0	0.0	20.13352	0.0	0.0	12.63986	26.61003	23.15742
hg19,chr12,17824855,17826335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr2,156403022,156404115	0.0	0.0	12.4706	0.0	0.0	16.58633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.77205	0.0	0.0	8.36002	33.07483	39.49419
hg19,chr22,36145691,36146713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chrX,81464240,81465016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.80156
hg19,chr9,84438198,84439339	0.0	0.0	11.60085	0.0	0.0	0.0	0.0	0.0	0.0	11.04436	0.0	0.0	0.0	0.0	4.39024	0.0	0.0	0.0	0.0	0.0	29.60352	14.04364
hg19,chr2,105254095,105256398	0.0	0.0	0.0	0.0	10.26788	135.06927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.41158	0.0	39.06799	0.0	0.0	19.28116	10.51472	0.0
hg19,chrX,82082530,82083211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr5,50481472,50482478	0.0	0.0	0.0	0.0	0.0	40.61238	0.0	16.09927	0.0	7.78353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.77713	16.89047
hg19,chr19,30379565,30380645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chrX,139674499,139675403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr10,131514821,131516186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.80455	0.0
hg19,chr18,34719386,34720720	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.14739	0.0	0.0	0.0	0.0	0.0	5.51734	0.0
hg19,chr14,36814302,36815937	0.0	0.0	9.32234	0.0	0.0	15.89498	6.4405	6.4885	0.0	0.0	0.0	0.0	4.17873	0.0	9.46267	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr14,37726340,37727348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.84739	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr10,76177765,76179000	0.0	0.0	41.32833	0.0	7.80713	21.99607	17.89529	35.3684	29.06469	0.0	0.0	0.0	79.79665	0.0	0.0	9.58446	35.25743	61.36915	6.50609	39.86422	65.05261	49.26155
hg19,chr5,170749163,170750485	0.0	0.0	0.0	0.0	0.0	71.60109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chrX,137064390,137065532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.34539	0.0	0.0	0.0	0.0	0.0	27.1969	22.46856
hg19,chr14,29927484,29928818	0.0	0.0	17.74366	0.0	0.0	14.22157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.70638
hg19,chr15,37652783,37654460	0.0	0.0	7.83586	0.0	5.58347	53.51871	0.0	0.0	0.0	5.79574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.9615	0.0
hg19,chr9,127123220,127124245	0.0	0.0	0.0	0.0	0.0	200.90031	0.0	9.7935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr4,28892552,28893688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.29625	0.0	0.0	3.74015	18.71707	19.19304
hg19,chr3,157850874,157852181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr5,3182218,3183271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.57357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.47682	6.6509	10.14635
hg19,chr14,28599596,28600469	0.0	0.0	9.91083	0.0	0.0	11.74105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.92919	0.0	0.0	0.0	0.0	0.0	10.09087	0.0
hg19,chr12,17657732,17659008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr2,164657051,164658028	0.0	0.0	0.0	0.0	0.0	5.00043	0.0	0.0	0.0	0.0	0.0	7.93041	0.0	0.0	6.81252	0.0	93.16608	53.57135	0.0	50.90649	4.55101	4.80156
hg19,chr12,16610045,16611936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr5,170458792,170460097	0.0	0.0	0.0	0.0	0.0	130.00824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr2,147172004,147173802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.22845	0.0
hg19,chr20,51736594,51737737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr12,111495397,111496252	0.0	0.0	0.0	0.0	7.60428	0.0	0.0	0.0	0.0	9.64777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.64631	42.43806	9.67656
hg19,chr1,91305562,91307215	0.0	0.0	0.0	0.0	0.0	62.44223	0.0	0.0	0.0	9.83282	0.0	0.0	0.0	0.0	6.10531	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr5,91194524,91195362	0.0	0.0	0.0	0.0	0.0	97.36292	0.0	21.01489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.48276	55.8227
hg19,chr13,63681506,63682317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.87196	0.0	0.0	8.36002	0.0	0.0
hg19,chr19,30861188,30862816	0.0	0.0	27.52677	0.0	0.0	9.00145	0.0	0.0	0.0	2.32944	0.0	0.0	0.0	0.0	6.38121	0.0	0.0	0.0	0.0	0.0	0.0	8.12066
hg19,chr2,176754029,176755385	0.0	0.0	0.0	0.0	0.0	57.50056	0.0	0.0	5.19323	8.72169	0.0	0.0	0.0	0.0	0.0	0.0	20.60813	0.0	0.0	5.47682	0.0	0.0
hg19,chr2,146002552,146003648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.36002	19.76902	31.2571
hg19,chr9,85509632,85510687	0.0	0.0	0.0	0.0	9.89698	197.66187	0.0	3.32519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.90996	7.005	0.0	7.59829	5.51734	0.0
hg19,chr13,72333516,72334988	0.0	0.0	20.36017	3.17715	7.54714	20.93244	4.91393	0.0	4.62197	12.32111	0.0	0.0	36.3788	0.0	5.44307	0.0	9.17818	3.36724	0.0	9.43012	44.33047	28.89133
hg19,chr9,37336630,37338306	0.0	0.0	7.6086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.94535	0.0	9.12873	0.0	0.0	0.0	20.71563	12.98439
hg19,chr13,112037298,112038041	0.0	0.0	6.75443	0.0	7.14968	33.83289	42.98307	26.69652	0.0	17.86387	0.0	0.0	0.0	0.0	3.64885	0.0	0.0	0.0	0.0	0.0	27.9125	13.08591
hg19,chr14,99466200,99467144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.47269	0.0	0.0	0.0	11.22845	6.38213
hg19,chr15,57426028,57426952	0.0	0.0	22.65388	0.0	5.13188	89.43826	0.0	0.0	3.0451	9.13185	0.0	0.0	6.94384	0.0	3.74058	0.0	39.09888	0.0	0.0	0.0	0.0	11.63372
hg19,chr15,95335996,95337446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.41055	0.0	0.0	0.0	0.0	6.52701	0.0	6.66101	0.0	0.0	0.0	17.79721	0.0
hg19,chr16,49735099,49736449	5.77457	0.0	8.38697	6.03686	5.13305	0.0	0.0	10.14187	63.60131	16.95772	0.0	9.46534	93.18047	11.93994	0.0	6.00697	15.02568	24.02528	56.07244	11.20166	52.2249	45.32764
hg19,chr2,182551041,182551809	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.02406
hg19,chr17,37774485,37774988	0.0	0.0	40.80175	0.0	10.64387	6.69896	0.0	0.0	0.0	11.53081	0.0	10.95512	0.0	0.0	4.94098	0.0	9.40679	36.66514	0.0	18.94775	12.71201	12.45496
hg19,chr9,159657,160780	0.0	0.0	0.0	0.0	0.0	10.80137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr7,27288268,27289491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr3,71277312,71278956	0.0	0.0	0.0	0.0	6.13071	261.6611	0.0	0.0	0.0	10.35727	0.0	0.0	0.0	0.0	0.0	0.0	23.22936	0.0	0.0	8.17185	5.51195	0.0
hg19,chr8,36957851,36958723	0.0	0.0	0.0	0.0	3.18779	25.96739	11.98721	0.0	8.11153	4.78559	0.0	0.0	6.07948	0.0	8.82277	0.0	68.58345	10.70032	8.46236	33.56519	27.43257	5.63155
hg19,chr20,2719208,2719789	0.0	0.0	19.04359	0.0	0.0	0.0	0.0	0.0	0.0	17.1374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.13034	61.94214
hg19,chr5,2112055,2113430	0.0	0.0	9.91083	0.0	0.0	155.66566	0.0	2.31853	0.0	9.03955	0.0	0.0	0.0	0.0	0.0	0.0	21.7904	0.0	0.0	10.29542	16.08913	20.60137
